"KODE","TEKST","N3"
"TXY510","CELLULAE MASTOIDEAE",""
"TXY510","CELLULA MASTOIDEA",""
"TXY700","INDRE ØRE",""
"TXY710","MEMBRANØSE LABYRINT",""
"TXY860","OSSØSE LABYRINT",""
"TX0000","NERVESYSTEM",""
"TX0090","CENTRALNERVESYSTEM",""
"TX0210","NEURON",""
"TX0211","GANGLIECELLE",""
"TX0420","ASTROCYT",""
"TX0450","OLIGODENDROCYT",""
"TX0460","MICROGLIA",""
"TX0500","PERIFER NERVE",""
"TX0660","MOTORISK ENDEPLADE",""
"TX0700","PERIFER SENSORISK NERVESTRUKTUR",""
"TX1010","CYTOLOGI, CEREBROSPINALVÆSKE",""
"TX1110","MENINGES",""
"TX1115","SPINALE MENINGES",""
"TX1120","DURA MATER",""
"TX1150","TENTORIUM CEREBELLI",""
"TX1180","SINUS DURAE MATRIS",""
"TX1180","SINUS DURALIS",""
"TX1280","EPIDURALRUM",""
"TX1290","KRANIELT EPIDURALRUM",""
"TX1300","SPINALT EPIDURALRUM",""
"TX1321","ARACHNOIDEA",""
"TX1381","PIA MATER",""
"TX1400","SUBDURALRUM",""
"TX1410","KRANIELT SUBDURALRUM",""
"TX1480","SPINALT SUBDURALRUM",""
"TX1500","SUBARAKNOIDALRUM",""
"TX1500","SUBARACHNOIDALRUM",""
"TX1502","KRANIELT SUBARAKNOIDALRUM",""
"TX1502","KRANIELT SUBARACHNOIDALRUM",""
"TX1590","SPINALT SUBARAKNOIDALRUM",""
"TX1590","SPINALT SUBARACHNOIDALRUM",""
"TX1600","HJERNEVENTRIKEL",""
"TX1610","EPENDYM",""
"TX1620","SEPTUM PELLUCIDUM",""
"TX1650","LATERALE HJERNEVENTRIKEL",""
"TX1660","HØJRE LATERALE HJERNEVENTRIKEL",""
"TX1670","VENSTRE LATERALE HJERNEVENTRIKEL",""
"TX1740","TREDJE VENTRIKEL",""
"TX1800","AQUEDUCTUS MESENCEPHALI (SYLVII)",""
"TX1800","AQUÆDUCTUS CEREBRI (SYLVII)",""
"TX1820","FJERDE VENTRIKEL",""
"TX1900","PLEXUS CHOROIDEUS",""
"TX2000","CEREBRUM",""
"TX2020","GRÅ SUBSTANS",""
"TX2030","HVID SUBSTANS",""
"TX2050","HJERNESTAMME",""
"TX2070","HØJRE HJERNEHEMISFÆRE",""
"TX2080","VENSTRE HJERNEHEMISFÆRE",""
"TX2200","FRONTALLAP",""
"TX2202","HØJRE FRONTALLAP",""
"TX2203","VENSTRE FRONTALLAP",""
"TX2300","PARIETALLAP",""
"TX2302","HØJRE PARIETALLAP",""
"TX2303","VENSTRE PARIETALLAP",""
"TX2400","OCCIPITALLAP",""
"TX2402","HØJRE OCCIPITALLAP",""
"TX2403","VENSTRE OCCIPITALLAP",""
"TX2500","TEMPORALLAP",""
"TX2502","HØJRE TEMPORALLAP",""
"TX2503","VENSTRE TEMPORALLAP",""
"TX2570","HIPPOCAMPUS",""
"TX2700","CORPUS CALLOSUM",""
"TX2970","FORNIX",""
"TX2980","COMMISSURA ANTERIOR",""
"TX3010","BASALGANGLIE",""
"TX3200","NUCLEUS CAUDATUS",""
"TX3400","PUTAMEN",""
"TX3500","GLOBUS PALLIDUS",""
"TX3700","CAPSULA INTERNA",""
"TX4010","THALAMUS",""
"TX4600","HYPOTHALAMUS",""
"TX5100","MESENCEPHALON",""
"TX5160","SUBSTANTIA NIGRA",""
"TX5400","PONS",""
"TX5640","CEREBELLOPONTINE VINKEL",""
"TX6000","CEREBELLUM",""
"TX6210","VERMIS CEREBELLI",""
"TX6360","TONSILLA CEREBELLI",""
"TX7000","MEDULLA OBLONGATA",""
"TX7410","MEDULLA SPINALIS",""
"TX7560","SPINALROD",""
"TX7580","SPINALGANGLIE",""
"TX7900","CAUDA EQUINA",""
"TX7930","FILUM TERMINALE",""
"TX8000","KRANIENERVE",""
"TX8020","NERVUS OLFACTORIUS",""
"TX8040","NERVUS OPTICUS",""
"TX8500","NERVUS VESTIBULOCOCHLEARIS",""
"TX8500","NERVUS ACUSTICUS",""
"TX9000","SPINAL NERVE",""
"TX9001","NERVE",""
"TX9090","PLEXUS BRACHIALIS",""
"TX9600","AUTONOME NERVESYSTEM",""
"TX9620","SYMPATISKE NERVESYSTEM",""
"TYX000","CELLE",""
"TYX12X","KVINDELIGT SEXKROMOSOM",""
"TYX12Y","MANDLIGT SEXKROMOSOM",""
"TYYXX0","UDGÅET PR. 01.01.96 - SE T89XX0",""
"TYYXX0","HUNLIGT FOSTER",""
"TYYXY0","UDGÅET PR. 01.01.96 - SE T89XYO",""
"TYYXY0","HANLIGT FOSTER",""
"TYYX00","UDGÅET PR. 01.01.96 - SE T89006",""
"TYYX00","INTRAUTERINT FOSTER",""
"TYYYX0","UDGÅET, SE TYYXX0",""
"TYYY51","UDGÅET, FEJLOPRETTET DEN 18.01.94/JJ",""
"TYYY51","SYSTEMATISK",""
"TYY040","UDGÅET PR. 01.01.96 - SE T41012",""
"TYY040","ARTERIE, LAMINA ELASTICA INTERNA",""
"TYY042","UDGÅET PR. 01.01.96 - SE T04202",""
"TYY042","PAPILLA OG AREOLA MAMMAE",""
"TYY081","UDGÅET PR. 01.01.96 - SE T08352",""
"TYY081","LYMFEKNUDE I MAMMA",""
"TYY210","COECUMSLIMHINDE (UDGÅET 311293 - SE T67105)",""
"TYY210","COECUMSLIMHINDE",""
"TYY211","UDGÅET PR. 01.01.96",""
"TYY211","B-LYMFOCYT",""
"TYY212","UDGÅET PR. 01.01.96",""
"TYY212","T-LYMFOCYT",""
"TYY310","CARDIASLIMHINDE (UDGÅET 311293 - SE T63310)",""
"TYY310","CARDIASLIMHINDE",""
"TYY710","UDGÅET PR. 01.01.96 - SE T87441",""
"TYY710","HØJRE FOSSA OVARICA",""
"TYY720","UDGÅET PR. 01.01.96 - SE T87442",""
"TYY720","VENSTRE FOSSA OVARICA",""
"TYY833","UDGÅET PR. 01.01.96 - SE T82320",""
"TYY833","ISTHMUSSLIMHINDE",""
"TY0100","HOVED",""
"TY0110","PANDE",""
"TY0130","PARIETALREGION",""
"TY0150","TEMPORALREGION",""
"TY0160","SKALP",""
"TY0170","POSTAURIKULÆRREGION",""
"TY0171","PRÆAURIKULÆRREGION",""
"TY0200","ANSIGT",""
"TY0203","NÆSEREGION",""
"TY0208","PAROTIDEAREGION",""
"TY0208","PAROTISREGION",""
"TY0210","HAGE",""
"TY0212","SUBMENTALREGION",""
"TY0213","KÆBE",""
"TY0250","FEJLOPRETTET (KAN BRUGES IGEN)",""
"TY0251","FEJLOPRETTET (KAN BRUGES IGEN)",""
"TY0300","KIND",""
"TY0316","NÆSETIP",""
"TY0400","KRANIEKAVITET",""
"TY0451","BASIS CRANII",""
"TY0460","SELLA TURCICA",""
"TY0480","ORBITA",""
"TY0490","PERIORBITALREGION",""
"TY0600","HALS",""
"TY0602","REGIO CERVICALIS ANTERIOR",""
"TY0602","REGIO COLLI ANTERIOR",""
"TY0603","SUBMANDIBULÆRREGION",""
"TY0604","TRIGONUM CAROTICUM",""
"TY0605","REGIO STERNOCLEIDOMASTOIDEA COLLI",""
"TY0606","REGIO CERVICALIS LATERALIS",""
"TY0606","REGIO COLLI LATERALIS",""
"TY0610","NAKKEREGION",""
"TY0620","SUPRAKLAVIKULÆRREGION",""
"TY0960","BLØDDELSVÆV PÅ HOVED OG HALS",""
"TY0961","BLØDDELSVÆV PÅ HOVED",""
"TY0962","BLØDDELSVÆV PÅ HALS",""
"TY1000","TRUNCUS",""
"TY1100","RYG",""
"TY1220","SKULDER",""
"TY1230","INFRAKLAVIKULÆRREGION",""
"TY1300","LUMBALREGION",""
"TY1310","FLANKE",""
"TY1410","SAKRALREGION",""
"TY1500","HOFTE",""
"TY1600","SÆDEREGION",""
"TY1700","PERINEUM",""
"TY1701","ANALREGION",""
"TY1760","BLØDDELSVÆV I PERINEUM",""
"TY1960","BLØDDELSVÆV PÅ TRUNCUS",""
"TY2100","THORAX",""
"TY2150","BRYSTVÆG",""
"TY2300","MEDIASTINUM",""
"TY2360","BLØDDELSVÆV I MEDIASTINUM",""
"TY2400","DIAPHRAGMA",""
"TY2420","HIATUS ESOPHAGEUS",""
"TY2960","BLØDDELSVÆV PÅ THORAX",""
"TY3000","TORAKALE VISCERA",""
"TY4100","ABDOMEN",""
"TY4220","UMBILICUS",""
"TY4230","UMBILIKALREGION",""
"TY4241","PUBISREGION",""
"TY4300","BUGVÆG",""
"TY4310","ANTERIORE BUGVÆG",""
"TY4400","PERITONEUM",""
"TY4410","PERITONEALT MESOTEL",""
"TY4500","BUGHULE",""
"TY4520","SUBFRENISK REGION",""
"TY4590","FOSSA DOUGLASI",""
"TY4600","RETROPERITONEUM",""
"TY4660","BLØDDELSVÆV I RETROPERITONEUM",""
"TY4960","BLØDDELSVÆV I ABDOMEN",""
"TY5000","ABDOMINALE VISCERA",""
"TY6000","PELVIS",""
"TY6150","PELVIS, GENITALE STRUKTURER",""
"TY6160","PELVIS, EKSTRAGENITALE STRUKTURER",""
"TY6251","PERIREKTALE REGION",""
"TY6261","BÆKKENBUND",""
"TY6960","BLØDDELSVÆV I PELVIS",""
"TY7000","INGUEN",""
"TY7960","BLØDDELSVÆV I INGUEN",""
"TY8000","OVEREKSTREMITET",""
"TY8010","HØJRE OVEREKSTREMITET",""
"TY8020","VENSTRE OVEREKSTREMITET",""
"TY8100","AKSIL",""
"TY8200","OVERARM",""
"TY8201","DELTOIDEUSREGION",""
"TY8300","ALBUE",""
"TY8301","FOSSA CUBITALIS",""
"TY8301","FOSSA CUBITI",""
"TY8500","UNDERARM",""
"TY8600","HÅNDLEDSREGION",""
"TY8700","HÅND",""
"TY8720","UDGÅET PR. 18/12-80, SE TY8740",""
"TY8720","HÅNDFLADE",""
"TY8730","HÅNDRYG",""
"TY8740","HÅNDFLADE",""
"TY8800","FINGER",""
"TY8810","TOMMELFINGER",""
"TY8820","PEGEFINGER",""
"TY8960","BLØDDELSVÆV PÅ OVEREKSTREMITET",""
"TY9000","UNDEREKSTREMITET",""
"TY9010","HØJRE UNDEREKSTREMITET",""
"TY9020","VENSTRE UNDEREKSTREMITET",""
"TY9050","HØJRE FEMORALREGION",""
"TY9060","VENSTRE FEMORALREGION",""
"TY9100","LÅR",""
"TY9200","KNÆ",""
"TY9300","POPLITEALREGION",""
"TY9400","UNDERBEN",""
"TY9400","UNDERBEN",""
"TY9440","LÆG",""
"TY9500","ANKEL",""
"TY9600","HÆL",""
"TY9660","BLØDDELSVÆV PÅ UNDEREKSTREMITET",""
"TY9700","FOD",""
"TY9730","FODRYG",""
"TY9740","FODSÅL",""
"TY9800","TÅ",""
"T0X000","BLOD",""
"T0X110","ERYTROCYT",""
"T0X130","RETIKULOCYT",""
"T0X140","LEUKOCYT",""
"T0X150","GRANULOCYT",""
"T0X160","NEUTROFILOCYT",""
"T0X170","EOSINOFILOCYT",""
"T0X180","BASOFILOCYT",""
"T0X210","LYMFOCYT I BLOD",""
"T0X210","LYMFOCYT",""
"T0X290","MONOCYT",""
"T0X320","MEGAKARYOCYT",""
"T0X330","TROMBOCYT",""
"T0X500","SERUM",""
"T0Y200","CYTOLOGI, HUD",""
"T0Y400","CYTOLOGI, MAMMA","2"
"T0Y500","CYTOLOGI, HUD I PERINEUM",""
"T0Y507","CYTOLOGI, HUD I ANALREGION",""
"T00XX0","HUNLIGT INDIVID",""
"T00XY0","HANLIGT INDIVID",""
"T00001","TOPOGRAFI UKENDT",""
"T00002","TOPOGRAFI KAN IKKE ANVENDES",""
"T00003","TOPOGRAFI IKKE ANVENDT",""
"T00010","LEGEMET SOM HELHED",""
"T00020","MULTIPLE LOKALISATIONER",""
"T00050","T-AKSE IKKE ANVENDT VED KONVERTERING 1978",""
"T00100","RESEKTIONSRAND",""
"T00100","RESEKTIONSLINIE",""
"T00600","UKENDT PRIMÆRTUMORFOKUS",""
"T01000","HUD",""
"T01100","EPIDERMIS",""
"T01110","STRATUM CORNEUM",""
"T01151","MELANOCYT",""
"T01152","KERATINOCYT",""
"T01153","LANGERHANS CELLE",""
"T01200","DERMIS",""
"T01211","STRATUM PAPILLARE",""
"T01221","STRATUM RETICULARE",""
"T01225","SUBEPIDERMALE DERMIS",""
"T01227","BLODKAR I DERMIS",""
"T01230","BLODKAR I HUD",""
"T01310","TALGKIRTEL",""
"T01320","APOKRIN SVEDKIRTEL",""
"T01330","EKKRIN SVEDKIRTEL",""
"T01400","HÅR",""
"T01414","HÅRSÆK",""
"T01520","ØJENBRYN",""
"T01600","NEGL",""
"T01609","NEGLELEJE",""
"T01614","TÅNEGL",""
"T01630","UDGÅET PR. 18/12-80, SE T01609",""
"T01630","NEGLELEJE",""
"T02100","HUD PÅ HOVED",""
"T02102","HUD PÅ SKALP",""
"T02104","HUD PÅ PANDE",""
"T02111","HUD I TINDING",""
"T02113","HUD I POSTAURIKULÆRREGION",""
"T02114","HUD I PRÆAURIKULÆRREGION",""
"T02120","HUD I ANSIGT",""
"T02121","HUD PÅ KIND",""
"T02130","HUD PÅ ØJENLÅG",""
"T02140","HUD PÅ NÆSE",""
"T02150","HUD PÅ LÆBE",""
"T02151","HUD PÅ OVERLÆBE",""
"T02152","HUD PÅ UNDERLÆBE",""
"T02155","HUD PÅ HAGE",""
"T02200","HUD PÅ YDRE ØRE",""
"T02219","HUD I ØREGANG",""
"T02300","HUD PÅ HALS",""
"T02305","HUD PÅ NAKKE",""
"T02400","HUD PÅ TRUNCUS",""
"T02410","HUD PÅ SKULDER",""
"T02420","HUD I AKSIL",""
"T02424","HUD PÅ BRYST",""
"T02430","HUD PÅ MAMMA",""
"T02450","HUD PÅ RYG",""
"T02460","HUD PÅ LÆND",""
"T02470","HUD PÅ HOFTE",""
"T02471","HUD PÅ NATES",""
"T02480","HUD PÅ ABDOMEN",""
"T02487","HUD I INGUEN",""
"T02500","HUD PÅ PERINEUM",""
"T02503","HUD PÅ PUBIS",""
"T02507","HUD I ANALREGION",""
"T02511","HUD PÅ VULVA","2"
"T02520","HUD PÅ LABIUM","2"
"T02530","HUD PÅ PENIS","1"
"T02540","HUD PÅ PRÆPUTIUM",""
"T02545","HUD PÅ SCROTUM",""
"T02600","HUD PÅ ARM",""
"T02610","HUD PÅ OVERARM",""
"T02620","HUD PÅ ALBUE",""
"T02630","HUD PÅ UNDERARM",""
"T02650","HUD PÅ HÅND",""
"T02651","HUD PÅ HÅNDRYG",""
"T02652","HUD PÅ HÅNDFLADE",""
"T02670","HUD PÅ FINGER",""
"T02800","HUD PÅ BEN",""
"T02810","HUD PÅ LÅR",""
"T02820","HUD PÅ KNÆ",""
"T02822","HUD PÅ UNDERBEN",""
"T02850","HUD PÅ FOD",""
"T02851","HUD PÅ FODRYG",""
"T02852","HUD PÅ FODSÅL",""
"T02870","HUD PÅ TÅ",""
"T03000","SUBCUTIS",""
"T03010","RETINACULUM CUTIS",""
"T03020","PANNICULUS ADIPOSUS",""
"T03020","PANNICULUS CUTIS",""
"T03100","SUBCUTIS PÅ HOVED",""
"T03300","SUBCUTIS PÅ HALS",""
"T03400","SUBCUTIS PÅ TRUNCUS",""
"T03500","SUBCUTIS PÅ PERINEUM",""
"T03600","SUBCUTIS PÅ ARM",""
"T03800","SUBCUTIS PÅ BEN",""
"T04000","MAMMA",""
"T04010","MAMMA FEMININA","2"
"T04020","HØJRE MAMMA FEMININA","2"
"T04030","VENSTRE MAMMA FEMININA","2"
"T04040","MAMMA MASCULINA","1"
"T04050","HØJRE MAMMA MASCULINA","1"
"T04060","VENSTRE MAMMA MASCULINA","1"
"T04100","PAPILLA MAMMARIA",""
"T04100","PAPILLA MAMMAE",""
"T04200","AREOLA",""
"T04202","PAPILLA OG AREOLA MAMMAE",""
"T04280","PROCESSUS AXILLARIS MAMMAE",""
"T04400","LOBULUS GLANDULAE MAMMARIAE",""
"T04400","GLANDULA MAMMAE",""
"T04600","LAKTERENDE MAMMA",""
"T04800","BEGGE MAMMAE",""
"T05000","HÆMATOPOIETISK OG RETIKULOENDOTELIALT SYSTEM",""
"T05105","RETIKULOENDOTELIAL CELLE",""
"T05140","MASTCELLE",""
"T05230","LYMFOCYT",""
"T05320","PLASMACELLE",""
"T06000","KNOGLEMARV",""
"T06001","STERNALMARV",""
"T06002","CRISTAMARV",""
"T06012","RETIKULUMCELLE I MARV",""
"T06013","BLASTISK CELLE I MARV",""
"T06100","ERYTROPOIETISK VÆV",""
"T06110","ERYTROBLAST",""
"T06140","NORMOBLAST",""
"T06200","MYELOPOIETISK VÆV",""
"T06260","MARV NEUTROFILOCYT",""
"T06340","MARV EOSINOFILOCYT",""
"T06440","MARV BASOFILOCYT",""
"T06500","TROMBOPOIETISK VÆV",""
"T06540","MEGAKARYOCYT",""
"T06600","LYMFOCYTÆRT VÆV I MARV",""
"T06660","MARV LYMFOCYT",""
"T06700","MARV MONOCYT",""
"T06750","MARV PLASMACELLE",""
"T06770","PLASMACYTOID LYMFOCYT",""
"T07000","MILT",""
"T07031","MARGINALZONE I MILT",""
"T08000","LYMFEKNUDE",""
"T08020","LYMFEKNUDESINUS",""
"T08031","MANTLEZONE",""
"T08092","T-ZONE I LYMFEKNUDE",""
"T08094","B-ZONE I LYMFEKNUDE",""
"T08100","LYMFEKNUDE PÅ HOVED",""
"T08140","LYMFEKNUDE I GLANDULA PAROTIDEA",""
"T08140","LYMFEKNUDE I PAROTIS",""
"T08160","SUBMANDIBULÆR LYMFEKNUDE",""
"T08170","SUBMENTAL LYMFEKNUDE",""
"T08180","MANDIBULÆR LYMFEKNUDE",""
"T08190","SUBMAKSILLÆR LYMFEKNUDE",""
"T08200","LYMFEKNUDE PÅ HALS",""
"T08210","SUPERIOR PROFUND CERVIKAL LYMFEKNUDE",""
"T08220","SUPRAKLAVIKULÆR LYMFEKNUDE",""
"T08230","JUGULÆR LYMFEKNUDE",""
"T08240","ANTERIOR CERVIKAL LYMFEKNUDE",""
"T08250","RETROFARYNGEAL LYMFEKNUDE",""
"T08260","PRÆLARYNGEAL LYMFEKNUDE",""
"T08270","PRÆTRAKEAL LYMFEKNUDE",""
"T08280","INFRAKLAVIKULÆR LYMFEKNUDE",""
"T08290","SKALENER LYMFEKNUDE",""
"T08300","LYMFEKNUDE I THORAX",""
"T08310","LYMFEKNUDE I LUNGE",""
"T08320","LYMFEKNUDE, BRONKOPULMONAL",""
"T08330","LYMFEKNUDE, TRAKEOBRONKIAL",""
"T08340","LYMFEKNUDE, PARATRAKEAL",""
"T08352","LYMFEKNUDE I MAMMA",""
"T08360","LYMFEKNUDE I MEDIASTINUM",""
"T08400","LYMFEKNUDE I ABDOMEN",""
"T08440","LYMFEKNUDE I PORTA HEPATIS",""
"T08480","LYMFEKNUDE, PARAAORTISK",""
"T08510","LYMFEKNUDE, MESENTERIAL",""
"T08560","LYMFEKNUDE I MESOCOLON",""
"T08580","LYMFEKNUDE I RETROPERITONEUM",""
"T08600","LYMFEKNUDE I PELVIS",""
"T08700","LYMFEKNUDE PÅ OVEREKSTREMITET",""
"T08710","LYMFEKNUDE I AKSIL",""
"T08800","LYMFEKNUDE PÅ UNDEREKSTREMITET",""
"T08810","LYMFEKNUDE I INGUEN",""
"T08900","LYMFEKNUDER UNIVERSELT",""
"T09000","LYMFATISK SYSTEM",""
"T09010","LYMFEKAR",""
"T09420","LYMFEKAR I MAMMA",""
"T09510","DUCTUS THORACICUS",""
"T09550","LYMFEKAR I LUNGE",""
"T09600","LYMFEKAR I ABDOMEN",""
"T1X000","BLØDDELSVÆV",""
"T1X007","INTERSTITIELLE VÆV",""
"T1X008","INTERSTITIELLE RUM",""
"T1X010","FEDTVÆV",""
"T1X200","BINDEVÆV",""
"T1X300","GLAT MUSKULATUR",""
"T1X500","KNOGLEVÆV",""
"T1X510","PERIOST",""
"T1X550","EPIFYSE",""
"T1X560","METAFYSE",""
"T1X570","DIAFYSE",""
"T1X700","BRUSK",""
"T1X705","PERICHONDRIUM",""
"T1Y010","CYTOLOGI, SYNOVIALVÆSKE",""
"T10000","KNOGLESYSTEM",""
"T10020","KNOGLE",""
"T10090","KNOGLE OG LED",""
"T10100","ANSIGTS- OG KRANIEKNOGLE",""
"T10101","KRANIE",""
"T10133","PROCESSUS MASTOIDEUS OSSIS TEMPORALIS",""
"T10170","MAKSIL",""
"T10180","MANDIBEL",""
"T10310","STERNUM",""
"T10350","COSTA",""
"T10400","RIBBENSBRUSK",""
"T10500","COLUMNA",""
"T10510","VERTEBRA",""
"T10515","ARCUS VERTEBRAE",""
"T10595","VERTEBRA CERVICALIS",""
"T10600","VERTEBRA THORACALIS",""
"T10740","VERTEBRA LUMBALIS",""
"T10800","OS SACRUM",""
"T10800","SACRUM",""
"T10830","OS COCCYGIS",""
"T10900","COLUMNA OG KRANIE",""
"T11000","UDGÅET PR. 18/12-80, SE T10020",""
"T11000","KNOGLE",""
"T11280","SCAPULA",""
"T11310","CLAVICULA",""
"T11339","CRISTA ILIACA",""
"T11340","OS ILIUM",""
"T11340","OS ILII",""
"T11350","OS ISCHII",""
"T11360","OS PUBIS",""
"T11390","ACETABULUM",""
"T11400","OVEREKSTREMITETSKNOGLE",""
"T11410","HUMERUS",""
"T11411","CAPUT HUMERI",""
"T11412","CORPUS HUMERI",""
"T11420","RADIUS",""
"T11430","ULNA",""
"T11431","OLECRANON",""
"T11440","KARPALKNOGLE",""
"T11500","HÅNDKNOGLE",""
"T11540","METAKARPALKNOGLE",""
"T11610","PHALANX PÅ HÅND",""
"T11619","FINGERKNOGLE",""
"T11700","UNDEREKSTREMITETSKNOGLE",""
"T11710","FEMUR",""
"T11711","CAPUT FEMORIS",""
"T11712","COLLUM FEMORIS",""
"T11720","PATELLA",""
"T11730","TIBIA",""
"T11740","FIBULA",""
"T11750","UDGÅET, SE T11754 (TIDLIGERE 'TARSALKNOGLE')",""
"T11754","TARSALKNOGLE",""
"T11755","FODKNOGLE",""
"T11840","METATARSALKNOGLE",""
"T11910","PHALANX PÅ FOD",""
"T12000","LED",""
"T12010","LEDBRUSK",""
"T12020","LEDKAPSEL",""
"T12040","SYNOVIALIS",""
"T12082","KRANIESUTUR",""
"T12102","INTERVERTEBRALLED",""
"T12103","DISCUS INTERVERTEBRALIS",""
"T12292","DISCUS TEMPOROMANDIBULARIS",""
"T12400","LED PÅ OVEREKSTREMITET",""
"T12410","SKULDERLED",""
"T12430","ALBUELED",""
"T12460","HÅNDLED",""
"T12490","INTERKARPALLED",""
"T12530","METAKARPALLED",""
"T12590","INTERFALANGEALLED PÅ FINGER",""
"T12590","INTERPHALANGEALLED PÅ FINGER",""
"T12600","LED PÅ TRUNCUS",""
"T12690","SYMFYSE",""
"T12700","LED PÅ UNDEREKSTREMITET",""
"T12710","HOFTELED",""
"T12720","KNÆLED",""
"T12722","MENISK",""
"T12750","ANKELLED",""
"T12770","TARSALLED",""
"T12810","METATARSALLED",""
"T12870","INTERFALANGEALLED PÅ TÅ",""
"T12870","INTERPHALANGEALLED PÅ TÅ",""
"T13000","SKELETMUSKULATUR",""
"T13050","MUSKELFIBER",""
"T13051","MUSKELFIBER, TYPE I",""
"T13052","MUSKELFIBER, TYPE II",""
"T13053","MUSKELFIBER, TYPE IIA",""
"T13054","MUSKELFIBER, TYPE IIB",""
"T13055","MUSKELFIBER, TYPE IIC",""
"T13100","MUSKULATUR PÅ HOVED",""
"T13300","MUSKULATUR PÅ HALS",""
"T13600","MUSKULATUR PÅ ARM",""
"T14000","MUSKULATUR PÅ TRUNCUS",""
"T14100","MUSKULATUR PÅ THORAX",""
"T14200","MUSKULATUR PÅ ABDOMEN",""
"T14400","MUSKULATUR PÅ HOFTE/LÅR",""
"T14700","MUSKULATUR PÅ UNDERBEN",""
"T14900","MUSKULATUR PÅ FOD",""
"T16000","BURSA",""
"T17000","SENE OG SENESKEDE",""
"T17010","SENE",""
"T17050","SENESKEDE",""
"T17860","AKILLESSENE",""
"T17860","ACHILLESSENE",""
"T18010","LIGAMENT",""
"T18020","LIGAMENTUM FLAVUM",""
"T18020","LIGAMENTUM FLAVUM",""
"T18600","FASCIE",""
"T18610","APONEUROSE",""
"T18840","PALMAR APONEUROSE",""
"T18951","PLANTAR APONEUROSE",""
"T2X111","CYTOLOGI, NÆSE",""
"T2X210","CYTOLOGI, BIHULE",""
"T2X311","CYTOLOGI, PARS NASALIS PHARYNGIS",""
"T2X311","CYTOLOGI, RHINOPHARYNX",""
"T2Y030","CYTOLOGI, EKSPEKTORAT",""
"T2Y210","CYTOLOGI, LARYNX",""
"T2Y310","CYTOLOGI, TRACHEA",""
"T2Y410","CYTOLOGI, BRONCHUS",""
"T2Y410","CYTOLOGI, BRONKIE",""
"T2Y412","CYTOLOGI, BRONKIALT BØRSTEMATERIALE",""
"T2Y414","CYTOLOGI, BRONKIALT SKYLLEMATERIALE",""
"T2Y415","CYTOLOGI, BRONKOALVEOLÆR LAVAGE",""
"T2Y415","BRONKOALVEOLÆR LAVAGE",""
"T2Y420","CYTOLOGI, BRONKIE, HØJRE",""
"T2Y460","CYTOLOGI, BRONKIE, VENSTRE",""
"T2Y610","CYTOLOGI, PLEURA",""
"T2Y611","CYTOLOGI, PLEURA, HØJRE",""
"T2Y620","CYTOLOGI, PLEURA, VENSTRE",""
"T2Y700","PLEURAHULE",""
"T2Y710","HØJRE PLEURAHULE",""
"T2Y720","VENSTRE PLEURAHULE",""
"T20000","RESPIRATORISKE SYSTEM",""
"T21000","NÆSE",""
"T21010","NÆSESLIMHINDE",""
"T21100","YDRE NÆSE",""
"T21120","NÆSERYG",""
"T21140","ALA NASI",""
"T21200","NÆSEBRUSK",""
"T21230","NÆSEBRUSK I SEPTUM",""
"T21300","CAVITAS NASI",""
"T21300","CAVUM NASI",""
"T21320","VESTIBULUM NASI",""
"T21340","SEPTUM NASI",""
"T21350","CHOANA",""
"T21360","CONCHA",""
"T22000","BIHULE",""
"T22010","BIHULESLIMHINDE",""
"T23000","PARS NASALIS PHARYNGIS",""
"T23000","NASOPHARYNX",""
"T24010","EPIGLOTTIS",""
"T24011","EPIGLOTTIS ANTERIORE DEL",""
"T24012","EPIGLOTTIS POSTERIORE DEL",""
"T24030","EPIGLOTTISBRUSK",""
"T24100","LARYNX",""
"T24110","LARYNXSLIMHINDE",""
"T24150","LARYNXBRUSK",""
"T24170","CARTILAGO CRICOIDEA",""
"T24180","CARTILAGO ARYTENOIDEA",""
"T24310","PLICA ARYEPIGLOTTICA",""
"T24320","PLICA VESTIBULARIS",""
"T24320","PLICA VENTRICULARIS",""
"T24321","HØJRE PLICA VESTIBULARIS",""
"T24321","HØJRE PLICA VENTRICULARIS",""
"T24322","VENSTRE PLICA VESTIBULARIS",""
"T24322","VENSTRE PLICA VENTRICULARIS",""
"T24340","VENTRICULUS LARYNGIS",""
"T24400","STEMMEBÅND",""
"T24410","HØJRE STEMMEBÅND",""
"T24420","VENSTRE STEMMEBÅND",""
"T24440","GLOTTIS",""
"T24450","CAVITAS INFRAGLOTTICA",""
"T24450","SUBGLOTTIS",""
"T24470","COMMISSURA LARYNGIS",""
"T24470","COMMISSURA LARYNGIS",""
"T24470","COMMISSURA LARYNGIS",""
"T25000","TRACHEA",""
"T25010","TRAKEALSLIMHINDE",""
"T25201","CARINA",""
"T25900","TRACHEA OG ESOPHAGUS",""
"T25910","TRACHEA OG BRONCHUS",""
"T25910","TRACHEA OG BRONKIE",""
"T26000","BRONCHUS",""
"T26010","BRONKIESLIMHINDE",""
"T26100","HØJRE HOVEDBRONCHUS",""
"T26200","HØJRE OVERLAPSBRONCHUS",""
"T26240","SEGMENTBRONCHUS I HØJRE OVERLAP",""
"T26300","HØJRE MELLEMLAPSBRONCHUS",""
"T26340","SEGMENTBRONCHUS I HØJRE MELLEMLAP",""
"T26400","HØJRE UNDERLAPSBRONCHUS",""
